1.254552017826426891e-14,1.254552017826426891e-14,1.254552017826426891e-14,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.383137499999964604e-02,1.105637499999989615e-02,1.279395800000049377e-02,1.972250000000563830e-03,2.181832999999855360e-03,1.891915999999937981e-03,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.611020756818628552e-01,1.569252500373406467e-01,1.568013224517595394e-01,6.000000000000000000e+00,9.199999999999999289e+00,8.400000000000000355e+00,3.568943339999997022e-02,2.957658320000042945e-02,2.747390840000001402e-02,3.337475199999673410e-03,8.781808200000185138e-03,7.154216400000024123e-03,9.800000000000000711e+00,2.260000000000000142e+01,1.939999999999999858e+01
2.049274755195955033e-01,5.263223519032198677e-02,6.323601767897801817e-02,1.080000000000000071e+01,2.039999999999999858e+01,1.960000000000000142e+01,5.572369081999996032e-01,6.779591499999998438e-01,4.842641250000001563e-01,6.266648339999961181e-02,4.630359834000000174e-01,1.670550585999999171e-01,1.800000000000000000e+01,4.139999999999999858e+01,3.979999999999999716e+01
1.806517911930780595e-01,1.762955747498529124e-01,1.792293157388669123e-01,1.000000000000000000e+01,1.100000000000000000e+01,9.000000000000000000e+00,3.061016599999977217e-02,3.562662499999991184e-02,2.297649999999951120e-02,1.460104199999978647e-02,1.962045899999953491e-02,8.728333999999726700e-03,2.000000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01
5.071401837341560359e-03,5.325956216051253023e-07,2.162571943742364056e-07,1.600000000000000000e+01,2.800000000000000000e+01,2.600000000000000000e+01,4.482916599999953178e-02,7.053824999999980250e-02,4.272612499999972613e-02,3.458379200000027964e-02,3.555662500000034143e-02,4.382924999999993076e-02,4.800000000000000000e+01,4.200000000000000000e+01,4.100000000000000000e+01
3.123726977083407519e-08,1.726789453648791550e-07,3.136434499007023646e-06,4.900000000000000000e+01,4.100000000000000000e+01,3.900000000000000000e+01,8.582295799999961616e-02,1.354485829999996227e-01,7.951962500000053780e-02,3.552533300000071392e-02,3.751362499999988387e-02,3.037391699999947292e-02,2.200000000000000000e+01,4.200000000000000000e+01,3.300000000000000000e+01
1.632323804495731112e-01,1.632323811114370082e-01,1.632323811114370082e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.565375000000209127e-03,9.359291999999186373e-03,6.426791999999625915e-03,1.630249999999833221e-03,3.199500000000021771e-03,2.989750000000235275e-03,3.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
6.884799361284166253e-06,1.121827835293132125e-06,3.267093131920084659e-06,1.100000000000000000e+01,9.000000000000000000e+00,1.400000000000000000e+01,1.412637500000002433e-02,2.150704100000000452e-02,1.469033399999997158e-02,1.339612499999986994e-02,6.693749999999720757e-03,1.585804199999962805e-02,2.100000000000000000e+01,1.100000000000000000e+01,2.100000000000000000e+01
5.132467018054143182e-08,2.438900004175792446e-08,4.691658261890552239e-08,2.000000000000000000e+01,1.100000000000000000e+01,1.700000000000000000e+01,2.217049999999964882e-02,3.318479200000012952e-02,2.057362499999992878e-02,8.051749999999913143e-03,1.651462500000011602e-02,8.515125000000178801e-03,1.000000000000000000e+01,3.200000000000000000e+01,1.400000000000000000e+01
2.747174436988020219e-03,1.207869431141261884e-06,6.611923572530375992e-05,8.000000000000000000e+00,1.600000000000000000e+01,3.600000000000000000e+01,2.399795799999981938e-02,4.499112500000013171e-02,2.216045900000018776e-02,8.477165999999591861e-03,1.751908299999982432e-02,3.249587499999995188e-02,2.100000000000000000e+01,3.100000000000000000e+01,3.500000000000000000e+01
4.054309593731020289e-02,1.701739995801698768e-03,1.986244574785245298e-03,1.800000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+01,1.536000409999997984e-01,3.917029169999999283e-01,1.313394580000002421e-01,1.500550000000000495e-02,4.180787500000082701e-02,2.492412500000007469e-02,1.700000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01
1.249619108598332140e-03,1.249961581365255370e-03,1.249700298775580087e-03,2.400000000000000000e+01,2.800000000000000000e+01,1.400000000000000000e+01,1.084743083999999858e+00,2.025706582999999839e+00,1.175477416999999747e+00,1.243179169999999445e-01,5.552555000000003460e-01,3.112653329999996998e-01,1.600000000000000000e+01,5.100000000000000000e+01,2.000000000000000000e+01
