4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
6.000000000000000000e+00,9.199999999999999289e+00,8.400000000000000355e+00
1.080000000000000071e+01,2.039999999999999858e+01,1.960000000000000142e+01
1.000000000000000000e+01,1.100000000000000000e+01,9.000000000000000000e+00
1.600000000000000000e+01,2.800000000000000000e+01,2.400000000000000000e+01
4.900000000000000000e+01,4.100000000000000000e+01,2.800000000000000000e+01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00
2.000000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01
8.000000000000000000e+00,1.600000000000000000e+01,2.400000000000000000e+01
1.800000000000000000e+01,3.200000000000000000e+01,2.200000000000000000e+01
2.400000000000000000e+01,2.800000000000000000e+01,5.600000000000000000e+01
