1.25E-14,1.25E-14,1.25E-14
1.61E-01,1.57E-01,1.57E-01
2.05E-01,5.26E-02,6.32E-02
1.81E-01,1.76E-01,1.79E-01
5.07E-03,6.34E-07,4.24E-07
3.12E-08,3.48E-07,2.56E-07
1.63E-01,1.63E-01,1.63E-01
6.88E-06,7.12E-06,5.95E-06
5.13E-08,4.87E-08,3.91E-08
2.75E-03,1.21E-06,7.42E-06
4.05E-02,1.70E-03,1.99E-03
1.25E-03,1.25E-03,1.25E-03
