1.254552017826426891e-14,1.254552017826426891e-14,1.254552017826426891e-14,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.383137499999964604e-02,1.105637499999989615e-02,1.279395800000049377e-02,1.972250000000563830e-03,2.181832999999855360e-03,1.891915999999937981e-03,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.611020756818628552e-01,1.569252500373406467e-01,1.568013224517595394e-01,6.000000000000000000e+00,9.199999999999999289e+00,8.400000000000000355e+00,3.568943339999997022e-02,2.957658320000042945e-02,2.747390840000001402e-02,3.337475199999673410e-03,8.781808200000185138e-03,7.154216400000024123e-03,9.800000000000000711e+00,2.260000000000000142e+01,1.939999999999999858e+01
2.049274755195955033e-01,5.263223519032198677e-02,6.323601767897801817e-02,1.080000000000000071e+01,2.039999999999999858e+01,1.960000000000000142e+01,5.572369081999996032e-01,6.779591499999998438e-01,4.842641250000001563e-01,6.266648339999961181e-02,4.630359834000000174e-01,1.670550585999999171e-01,1.800000000000000000e+01,4.139999999999999858e+01,3.979999999999999716e+01
1.806517911930780595e-01,1.762952010357606847e-01,1.792291214883009465e-01,1.000000000000000000e+01,1.100000000000000000e+01,9.000000000000000000e+00,3.061016599999977217e-02,2.551916699999967619e-02,1.995537500000033049e-02,1.460104199999978647e-02,1.723987499999957151e-02,8.288042000000217513e-03,2.000000000000000000e+01,2.500000000000000000e+01,1.400000000000000000e+01
5.071401837341560359e-03,6.337181277515924194e-07,8.584272765954636952e-07,1.600000000000000000e+01,2.800000000000000000e+01,2.400000000000000000e+01,4.482916599999953178e-02,5.220108299999992596e-02,4.030979099999987270e-02,3.458379200000027964e-02,4.705979200000065532e-02,4.473216600000018417e-02,4.800000000000000000e+01,6.200000000000000000e+01,4.600000000000000000e+01
3.123726977083407519e-08,3.480669902300448371e-07,7.346701268451383271e-07,4.900000000000000000e+01,4.100000000000000000e+01,3.000000000000000000e+01,8.582295799999961616e-02,1.005504159999999203e-01,7.897716600000004306e-02,3.552533300000071392e-02,2.400237500000024227e-02,4.494329200000013458e-02,2.200000000000000000e+01,2.900000000000000000e+01,4.200000000000000000e+01
1.632323804495731112e-01,1.632323811114370082e-01,1.632323801116117856e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.565375000000209127e-03,9.262458999999889642e-03,6.287874999999942816e-03,1.630249999999833221e-03,3.024582999999747557e-03,1.641583000000057524e-03,3.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00
6.884799361284166253e-06,7.123739221626124163e-06,3.145744744692535733e-06,1.100000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,1.412637500000002433e-02,2.633887499999953974e-02,1.494191600000016606e-02,1.339612499999986994e-02,1.887354100000049328e-02,2.126795799999969816e-02,2.100000000000000000e+01,2.300000000000000000e+01,2.600000000000000000e+01
5.132467018054143182e-08,4.866646308165911705e-08,9.452343818772135364e-08,2.000000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,2.217049999999964882e-02,3.485120800000007790e-02,2.084629199999987748e-02,8.051749999999913143e-03,1.442791599999981855e-02,1.038374999999991388e-02,1.000000000000000000e+01,2.300000000000000000e+01,1.600000000000000000e+01
2.747174436988020219e-03,1.207869431141261884e-06,6.611923572530375992e-05,8.000000000000000000e+00,1.600000000000000000e+01,3.600000000000000000e+01,2.399795799999981938e-02,4.499112500000013171e-02,2.216045900000018776e-02,8.477165999999591861e-03,1.751908299999982432e-02,3.249587499999995188e-02,2.100000000000000000e+01,3.100000000000000000e+01,3.500000000000000000e+01
4.054309593731020289e-02,1.701739995801698768e-03,1.986244574785245298e-03,1.800000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+01,1.536000409999997984e-01,3.917029169999999283e-01,1.313394580000002421e-01,1.500550000000000495e-02,4.180787500000082701e-02,2.492412500000007469e-02,1.700000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01
1.249619108598332140e-03,0.000000000000000000e+00,1.249700298775580087e-03,2.400000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01,1.084743083999999858e+00,0.000000000000000000e+00,1.175477416999999747e+00,1.243179169999999445e-01,0.000000000000000000e+00,3.112653329999996998e-01,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
