1.252547752719154230e-02,1.655563623628105406e-03,1.028006611058369241e-01,3.936687996302008080e-02,1.063803304772496933e-01,4.479117676393499364e-02,0.000000000000000000e+00,2.410625824751505275e-01,1.185155037917732385e-01,5.159072585981531317e-02,4.473732988659188844e-07,1.192680205042332686e-01,1.264148456533633041e-03,2.327623121942349899e-03,2.889277706329977310e-02,4.380386911944499925e-05,9.454557979139077695e-02,1.939516773734717263e-04,3.469159883317899512e-02
1.431741349381946554e-02,8.008811523853655344e-04,1.528913253819272067e-01,2.444258416464344455e-02,1.470353251492887425e-01,3.068735519371940783e-06,0.000000000000000000e+00,2.030535582721423316e-01,1.203225381074333189e-01,1.556893396035981779e-02,1.070290100050219489e-01,4.676978317858569018e-02,5.916519590695971541e-05,1.720160157121980232e-03,7.863794250112399187e-02,1.864818855598796029e-05,6.967334321061259550e-02,3.108710061869979072e-04,1.723467046471115205e-02
1.543388132621105295e-02,8.864513212188666891e-03,1.591129132036190885e-01,1.033136087143869813e-01,1.470318745546684014e-01,2.438596172678950187e-06,0.000000000000000000e+00,2.013883976966039935e-01,1.198629798781979394e-01,1.820910106085323402e-02,4.549114765998513166e-02,2.040907444832306631e-03,8.898848741896443857e-05,1.361628554505697796e-03,9.129325667886885320e-02,5.887476311228426705e-03,7.297774329052840458e-02,4.649969728986969530e-04,7.093203742425839738e-03
1.060133667230826228e-02,6.018176112326846502e-07,1.787988384496932148e-01,6.767400900891817894e-02,1.148073906797487109e-01,5.893514495129216726e-06,0.000000000000000000e+00,1.782865698018864520e-01,1.159474796913748107e-01,2.923292610106117961e-02,1.005672527454818110e-01,3.465464309976872860e-04,1.299898488481280505e-04,5.024551208559126930e-04,8.815072850312696828e-02,6.294719149146534964e-05,1.143610814931986935e-01,4.607190105974668650e-04,0.000000000000000000e+00
1.046605918648331121e-02,2.603446283649223504e-04,1.107203541332397873e-01,6.307605348316434879e-02,1.238790432507771433e-01,2.150593000557837157e-05,0.000000000000000000e+00,1.676538681861207136e-01,9.828776869355174139e-02,8.413884733855281350e-02,1.434325172942770565e-01,2.765562826805492968e-05,1.272369552151190195e-03,3.510751259927278158e-04,9.587339694916066635e-02,8.926970117529399990e-06,1.000257613664775058e-01,4.939128499806001152e-04,0.000000000000000000e+00
1.338663660572346481e-02,2.036566404862986263e-02,1.376048396581667776e-01,8.495738303484383358e-02,1.532152809173307206e-01,3.430729021768032896e-06,8.663536330997222146e-05,1.919572805607427102e-01,7.727736621994696353e-02,7.172700305073664850e-02,1.151044945741676595e-01,2.287217418886096354e-04,2.932633946785616515e-03,1.171108845513234319e-04,7.018357619374890333e-02,5.891726544078770660e-03,5.384411651324430559e-02,8.894856149771209570e-04,4.096569737179499347e-05
1.784277985535373881e-02,2.076364488617112730e-02,1.551170444637232082e-01,4.579840970667936606e-02,1.145709898945536098e-01,2.890649586459636493e-06,0.000000000000000000e+00,1.420369418827218122e-01,9.197105310661338184e-02,1.004037315456026563e-01,1.758438751330395899e-01,2.421135732022232937e-05,3.581588815711590177e-05,1.272733949227239370e-02,5.863166497651504244e-02,2.441220068794266746e-03,6.094306395319979558e-02,8.509292785476663210e-04,6.350348353439202889e-05
1.617092710383045279e-02,1.637916753659999364e-02,1.095944535068066744e-01,9.336746389929818923e-02,1.842892718148570752e-01,4.849754242400063358e-06,2.515121158269598891e-06,1.783964623817055617e-01,5.376963683567560770e-02,7.788745603084192004e-02,1.574685391509759169e-01,0.000000000000000000e+00,2.941967161474936046e-03,1.251554959904097606e-03,4.816111229576450908e-02,3.994516211844260692e-06,5.958507327670451575e-02,7.798026133789641762e-06,2.389116743344597976e-06
1.942522593541921860e-02,2.468315238693359268e-02,1.152457873500967317e-01,1.273058532168266643e-01,1.680225398334861953e-01,2.698263345826600375e-06,1.986448851959324302e-02,1.177985137134630739e-01,4.050361898061525384e-02,1.193386080842501334e-01,1.127604964741092813e-01,0.000000000000000000e+00,3.976661069031839748e-04,1.287101331607631892e-03,4.794905289219359573e-02,2.919278994173886074e-02,4.386555555979627236e-02,1.232541144501708881e-02,0.000000000000000000e+00
1.498241071939793861e-02,1.681715799762142569e-02,1.143271212636467193e-01,5.727114963546899029e-02,2.177670869265431464e-01,1.632176496486954678e-06,0.000000000000000000e+00,8.294974782886120612e-02,1.841132911343339867e-02,1.203586292925875462e-01,1.761052364659977665e-01,2.932489614145646742e-05,1.173210817708492847e-04,1.647979320689791152e-02,4.803022696474475162e-02,1.923480838813688602e-05,5.318331728780958945e-02,5.512775423484009979e-02,7.977591504286429477e-03
1.935884718847376632e-02,1.054061612905325164e-02,1.819870154331750256e-01,6.491185053029749352e-02,2.237276886846602808e-01,1.331363074460576242e-06,0.000000000000000000e+00,7.203634066916303480e-02,2.705987029004173691e-02,6.465677198132194214e-02,2.065063417440695381e-01,4.657483640783401961e-06,6.741365409034914694e-04,2.383060284943668353e-02,2.584059978313597156e-02,5.218467666030218027e-03,4.061708292762038902e-02,3.302732555725074876e-02,0.000000000000000000e+00
2.134249251728461902e-02,4.180798829594846271e-04,1.154258045030096269e-01,6.331379352105258318e-02,2.082783470038269413e-01,1.309827626841276923e-06,0.000000000000000000e+00,8.734336444177255576e-02,3.635897791549871135e-03,1.769766193346092864e-01,1.439161596447948721e-01,1.160907781618110617e-05,8.366376919367641716e-04,6.932620482293998243e-02,3.437006105058727085e-02,3.401378764935056228e-05,2.654243919532115609e-02,2.856743869632293389e-02,1.964776878742253985e-02
