3.814674732916722988e-01,2.890199047137023136e-01,3.295126219946254431e-01
4.100903401695692452e-01,2.391149906161627037e-01,3.507946692142679956e-01
4.395229500115216403e-01,1.907514079850081701e-01,3.697256420034701341e-01
4.691220418149621985e-01,1.452297318188413566e-01,3.856482263661965004e-01
4.982379160886175606e-01,1.037816336235330011e-01,3.979804502878494521e-01
5.305851146377469352e-01,6.311273858474032716e-02,4.063021467775128071e-01
5.275594881097349642e-01,6.209060580739494961e-02,4.103499060828700862e-01
5.304488883964657564e-01,5.946289987074419164e-02,4.100882117327899756e-01
5.387529787961440331e-01,5.546389776848423270e-02,4.057831234353717065e-01
5.463189150734801824e-01,5.571901732727569528e-02,3.979620675992441292e-01
5.841195385129454021e-01,2.874978105093519212e-02,3.871306804361194231e-01
5.855532669738842122e-01,4.044465126363306490e-02,3.740020817624827298e-01
5.729703542810882233e-01,6.743604661370231068e-02,3.595935991052094383e-01
5.550208375815256501e-01,1.001994133369642076e-01,3.447797490815101562e-01
5.326158366842991265e-01,1.370510395125858205e-01,3.303331238031150807e-01
5.069791119372092369e-01,1.761204301091993107e-01,3.169004579535914523e-01
4.795888605585310049e-01,2.154511729659877861e-01,3.049599664754812367e-01
4.520984674057606512e-01,2.531095038820764809e-01,2.947920287121628125e-01
4.262399478141150055e-01,2.872931859965610069e-01,2.864668661893239876e-01
4.037137594468269697e-01,3.164331088251713942e-01,2.798531317280015807e-01
3.860702009862817530e-01,3.392798864698505779e-01,2.746499125438676137e-01
3.745905917745842029e-01,3.549681743925652833e-01,2.704412338328505694e-01
3.701795949816293341e-01,3.630529473208560232e-01,2.667674576975145873e-01
3.732816808840669909e-01,3.635147632617028446e-01,2.632035558542301645e-01
3.838335191293793525e-01,3.567347046578503988e-01,2.594317762127702487e-01
4.012598605234625193e-01,3.434434015452469957e-01,2.552967379312904850e-01
4.245142734574212096e-01,3.246513560916428620e-01,2.508343704509359284e-01
4.521596912397187751e-01,3.015690499955474557e-01,2.462712587647337970e-01
4.824787486958198590e-01,2.755249043731770042e-01,2.419963469310031090e-01
5.136012613859892717e-01,2.478874590664156274e-01,2.385112795475950731e-01
5.436359756754292061e-01,2.199958095908728095e-01,2.363682147336979289e-01
5.707953142308351824e-01,1.931000641989767674e-01,2.361046215701880224e-01
5.935044558903632694e-01,1.683118624022415799e-01,2.381836817073952062e-01
6.104890105815773405e-01,1.465640765404199741e-01,2.429469128780026577e-01
6.208382992492441632e-01,1.285787041878957704e-01,2.505829965628600386e-01
6.240435648854133488e-01,1.148424763783500446e-01,2.611139587362366066e-01
6.200122027755209375e-01,1.055905810850618631e-01,2.743972161394171994e-01
6.090602504844087051e-01,1.007998370853423892e-01,2.901399124302489474e-01
5.918858994151900976e-01,1.001933857270774358e-01,3.079207148577325359e-01
5.695267089990145859e-01,1.032592847098216665e-01,3.272140062911638170e-01
5.433026475886881812e-01,1.092851215824011540e-01,3.474122308289107064e-01
5.147463173434720929e-01,1.174097843395154467e-01,3.678438983170124188e-01
4.855211529540829352e-01,1.266917590153913975e-01,3.877870880305256396e-01
4.573284948264253469e-01,1.361908223966430409e-01,4.064806827769315567e-01
4.318056151666447295e-01,1.450570359011901789e-01,4.231373489321650916e-01
4.104191043758297353e-01,1.526180793775576416e-01,4.369628162466125954e-01
3.943611018523918155e-01,1.584539758805943443e-01,4.471849222670138957e-01
3.844587617850926398e-01,1.624479617287365729e-01,4.530932764861708151e-01
3.811088728739733256e-01,1.648041767133447133e-01,4.540869504126819334e-01
3.842486578251670393e-01,1.660269423048936765e-01,4.497243998699392842e-01
3.933700863185380925e-01,1.668619476355520104e-01,4.397679660459098416e-01
4.075791038738861838e-01,1.682054749016342055e-01,4.242154212244796385e-01
4.256943555173438032e-01,1.709925884948022279e-01,4.033130559878539412e-01
4.463738752081369832e-01,1.760780645333846484e-01,3.775480602584783685e-01
4.682540721953769580e-01,1.841244449787842463e-01,3.476214828258388234e-01
4.900837047119488421e-01,1.955102466924606153e-01,3.144060485955905149e-01
5.108362494471555548e-01,2.102686488054580083e-01,2.788951017473864646e-01
5.297867039757105934e-01,2.280635222618731528e-01,2.421497737624162261e-01
5.465430323912208177e-01,2.482058230579526903e-01,2.052511445508264365e-01
5.610280393645967756e-01,2.697092690226672862e-01,1.692626916127358827e-01
5.734143160894291658e-01,2.913799116375546672e-01,1.352057722730161116e-01
5.840225424069767080e-01,3.119299303987717042e-01,1.040475271942515878e-01
5.932006541902551389e-01,3.301022903804872732e-01,7.669705542925756014e-02
6.009973398689745228e-01,3.447878597155796809e-01,5.421480041544585876e-02
6.081230056057169708e-01,3.551340966132406352e-01,3.674289778104240789e-02
6.137889591099026099e-01,3.606047604545074559e-01,2.560628043558999326e-02
6.178437400538546731e-01,3.610037054776067955e-01,2.115255446853853832e-02
6.197687810500633887e-01,3.564688516285516862e-01,2.376236732138487309e-02
6.189952971569698814e-01,3.474234078028031747e-01,3.358129504022697859e-02
6.150249375212282210e-01,3.345075160748970933e-01,5.046754640387474122e-02
6.075444603372105457e-01,3.185016655608245428e-01,7.395387410196493927e-02
5.965135001029200357e-01,3.002546831852592746e-01,1.032318167118207453e-01
5.822114631977866051e-01,2.806257315796133467e-01,1.371628052226000205e-01
5.652381894053611910e-01,2.604450448504951887e-01,1.743167657441436480e-01
5.464710629689952803e-01,2.404933769639060748e-01,2.130355600670985894e-01
5.269873033138749996e-01,2.214963523548693913e-01,2.515163443312555813e-01
5.079636716519458917e-01,2.041276967963274458e-01,2.879086315517266348e-01
4.905669478102558934e-01,1.890148484303062204e-01,3.204182037594379140e-01
4.758477787763804034e-01,1.767414883139689641e-01,3.474107329096506325e-01
